id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
11,1666469150431281154,"https://twitter.com/riicnees/statuses/1666469150431281154","https://twitter.com/riicnees/statuses/1666469150431281154","riicnees","RT @dokyong_: Apakah yang akan dilakukan oleh @PBIDI terhadap anggota-anggotanya yang saat ini mendukung RUU OBL @KemenkesRI ? Apakah akan…","Apakah yang akan dilakukan oleh @PBIDI terhadap anggota-anggotanya yang saat ini mendukung RUU OBL @KemenkesRI ? Apakah akan memberhentikannya sebagai anggota atau hanya menganggap itu semua sebuah dinamika yg akan mendewasakan OP?  @dokteradib   #seriustanya","2023-06-07 11:36:21","Twitter for Android",0,2,"in","","retweet","",0,0,"dokyong_",425889108,1666229049704992768,212177509,"https://pbs.twimg.com/profile_images/763626167609925632/rEb9H05O_normal.png",206524,748,1123,"2010-11-05 06:50:48","Manusia biasa,yg biasa berbeda,biasa menyukai perbedaan,dan mem-biasa-kan tuk tampil beda,Hingga bisa jadi pribadi yang luar biasa #Milanisti #MHKes","Melangkah Mendekati...","",
12,1666469127933018113,"https://twitter.com/riicnees/statuses/1666469127933018113","https://twitter.com/riicnees/statuses/1666469127933018113","riicnees","RT @dokyong_: Apa yang akan dilakukan @PBIDI jika saat ""menganjurkan"" cuti layanan/mogok nasional ada dokter yg tidak mau ikut melaksanakan…","Apa yang akan dilakukan @PBIDI jika saat ""menganjurkan"" cuti layanan/mogok nasional ada dokter yg tidak mau ikut melaksanakannya? Apakah akan dikeluarkan dari OP dan rekomendasi SIP selanjutnya tidak diberikan ?  @dr_koko28  @DrNingz  @RoyTSihotang78  @Ngabila   #seriustanya","2023-06-07 11:36:16","Twitter for Android",0,2,"in","","retweet","",0,0,"dokyong_",425889108,1666229042578882560,212177509,"https://pbs.twimg.com/profile_images/763626167609925632/rEb9H05O_normal.png",206524,748,1123,"2010-11-05 06:50:48","Manusia biasa,yg biasa berbeda,biasa menyukai perbedaan,dan mem-biasa-kan tuk tampil beda,Hingga bisa jadi pribadi yang luar biasa #Milanisti #MHKes","Melangkah Mendekati...","",
13,1666469113202606085,"https://twitter.com/riicnees/statuses/1666469113202606085","https://twitter.com/riicnees/statuses/1666469113202606085","riicnees","RT @dokyong_: Apa kira-kira yg akan dilakukan teman2 nakes PNS yg saat sekarang ""menentang keras"" RUU OBL nya @KemenkesRI saat RUU itu disa…","Apa kira-kira yg akan dilakukan teman2 nakes PNS yg saat sekarang ""menentang keras"" RUU OBL nya @KemenkesRI saat RUU itu disahkan menjadi UU ? Apakah akan resign ?  @IDIJakpus  @incitu  @irasjafii @DrEvaChaniago  @PBIDI   #seriustanya","2023-06-07 11:36:12","Twitter for Android",0,5,"in","","retweet","",0,0,"dokyong_",425889108,1666229040766914560,212177509,"https://pbs.twimg.com/profile_images/763626167609925632/rEb9H05O_normal.png",206524,748,1123,"2010-11-05 06:50:48","Manusia biasa,yg biasa berbeda,biasa menyukai perbedaan,dan mem-biasa-kan tuk tampil beda,Hingga bisa jadi pribadi yang luar biasa #Milanisti #MHKes","Melangkah Mendekati...","",
14,1666467776909934594,"https://twitter.com/ygo1yea/statuses/1666467776909934594","https://twitter.com/ygo1yea/statuses/1666467776909934594","ygo1yea","RT @muhammadiyah: Ketua PP Muhammadiyah, Busyro Muqoddas menyebut RUU Kesehatan bukan hanya menyangkut organisasi profesi, tetapi juga meny…","Ketua PP Muhammadiyah, Busyro Muqoddas menyebut RUU Kesehatan bukan hanya menyangkut organisasi profesi, tetapi juga menyangkut industrialisasi bidang kesehatan, yang seharusnya menjadi kategori hak asasi manusia.  https://t.co/a8z0RBVwP1  #Muhammadiyah #RUUKesehatan #HAM","2023-06-07 11:30:54","Twitter Web App",0,34,"in","","retweet","",0,0,"muhammadiyah",73309923,1666351870443679745,329508667,"https://pbs.twimg.com/profile_images/1576916273086111744/jjyXip_z_normal.jpg",1620,495,180,"2011-07-05 01:57:12","Mencoba Menjadi Penebar Semangat Perbaikan.","London, Jakarta, Bandung","",
15,1666466937654894593,"https://twitter.com/FannyAulia/statuses/1666466937654894593","https://twitter.com/FannyAulia/statuses/1666466937654894593","FannyAulia","RT @FannyAulia: @nirwan_anestesi Tolong dong, masa kalian juga ga pingin sih dokter semakin banyak jadi semakin mudah akses kesehatan ke de…","@nirwan_anestesi Tolong dong, masa kalian juga ga pingin sih dokter semakin banyak jadi semakin mudah akses kesehatan ke desa desa dan pelosok. #RUUKesehatanituBaik #ManfaatRUUKesehatan @dokteradib @pbidi https://t.co/lQ3t5AlyZP","2023-06-07 11:27:34","Twitter for Android",0,2,"in","","retweet","",0,0,"FannyAulia",84856218,1665668434678644741,84856218,"https://pbs.twimg.com/profile_images/1322229996207812608/mSHkleYf_normal.jpg",23218,794,1156,"2009-10-24 10:10:58","ig : @fannyaulizara","Indonesia","",
16,1666466521525391360,"https://twitter.com/bernaarxd/statuses/1666466521525391360","https://twitter.com/bernaarxd/statuses/1666466521525391360","bernaarxd","RT @blooming63: @nirwan_anestesi Tenang aja ya ges walau STR seumur hidup, sertifikat kompetensi tetap akan diperbarui 5 tahun sekali loh.…","@nirwan_anestesi Tenang aja ya ges walau STR seumur hidup, sertifikat kompetensi tetap akan diperbarui 5 tahun sekali loh. Harapannya sih bisa mangkas birokrasi """"lain-lain"""". #RUUKesehatanItuBaik #ManfaatRUUKesehatan @dokteradib  @pbidi https://t.co/LoIKDLOXEi","2023-06-07 11:25:54","Twitter for Android",0,11,"in","","retweet","",0,0,"blooming63",1430522391986200581,1665666567315570690,1363481042477219843,"https://pbs.twimg.com/profile_images/1466612285497958401/Lcqp6bvC_normal.jpg",1705,286,121,"2021-02-21 08:29:54","Kerja keraslah dalam mencari nafkah","Indonesia","",
17,1666465020782452737,"https://twitter.com/RavandhaL/statuses/1666465020782452737","https://twitter.com/RavandhaL/statuses/1666465020782452737","RavandhaL","@ak134r_ @PBIDI SANGAT TDK BERADAB DAN MNGKIN BIAYA DIA MENJADI DOKTER, BERASAL DARI UANG HARAM, SEHINGGA BGTU MENJADI DOKTER KELAKUANNYA SEPERTI SYAITON..ITU PENDAPAT SAYA..","@ak134r_ @PBIDI SANGAT TDK BERADAB DAN MNGKIN BIAYA DIA MENJADI DOKTER, BERASAL DARI UANG HARAM, SEHINGGA BGTU MENJADI DOKTER KELAKUANNYA SEPERTI SYAITON..ITU PENDAPAT SAYA..","2023-06-07 11:19:57","Twitter for Android",0,0,"in","","reply","ak134r_",1389188080184090630,1665928229495115776,"",0,0,1617087463360704512,"https://pbs.twimg.com/profile_images/1617087639953498112/DX-ChMqF_normal.png",205,35,0,"2023-01-22 04:11:51","Selalu berbuat baik pada ibumu","","",
18,1666463583545307137,"https://twitter.com/Kar3nrif/statuses/1666463583545307137","https://twitter.com/Kar3nrif/statuses/1666463583545307137","Kar3nrif","RT @blooming63: @nirwan_anestesi Tenang aja ya ges walau STR seumur hidup, sertifikat kompetensi tetap akan diperbarui 5 tahun sekali loh.…","@nirwan_anestesi Tenang aja ya ges walau STR seumur hidup, sertifikat kompetensi tetap akan diperbarui 5 tahun sekali loh. Harapannya sih bisa mangkas birokrasi """"lain-lain"""". #RUUKesehatanItuBaik #ManfaatRUUKesehatan @dokteradib  @pbidi https://t.co/LoIKDLOXEi","2023-06-07 11:14:14","Twitter Web App",0,11,"in","","retweet","",0,0,"blooming63",1430522391986200581,1665666567315570690,1652684868596400128,"https://pbs.twimg.com/profile_images/1652686435412250624/-C7_89KS_normal.jpg",84,17,16,"2023-04-30 10:42:41","Semua karena anugerahNya","Indonesia","",
19,1666463036461432832,"https://twitter.com/ruangpasienIDN/statuses/1666463036461432832","https://twitter.com/ruangpasienIDN/statuses/1666463036461432832","ruangpasienIDN","Gak semua kerjanya cuman demo sama mogok kok ges #dokterindonesia #organisasiprofesidokter #dukungruukesehatan @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/0uRa7dFrtQ","Gak semua kerjanya cuman demo sama mogok kok ges #dokterindonesia #organisasiprofesidokter #dukungruukesehatan @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/0uRa7dFrtQ","2023-06-07 11:12:03","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
20,1666460426022821900,"https://twitter.com/redmundo99/statuses/1666460426022821900","https://twitter.com/redmundo99/statuses/1666460426022821900","redmundo99","RT @RoyTSihotang78: Ketika Menkes, Kemenkes dan DPR membuka ruang diskusi dan dialog membahas #ruukesehatan pro Rakyat, adalah hal yang luc…","Ketika Menkes, Kemenkes dan DPR membuka ruang diskusi dan dialog membahas #ruukesehatan pro Rakyat, adalah hal yang lucu ketika ada segelintir pengurus Organsasi Profesi yang melakukan Demonstrasi...   #dukungruukesehatan #dukungreformasikesehatan   https://t.co/pj8mDZHxpq","2023-06-07 11:01:41","Twitter for Android",0,3,"in","","retweet","",0,0,"RoyTSihotang78",1566241505789956096,1666266291244797952,78839310,"https://pbs.twimg.com/profile_images/1324246860643512320/QKuOW1gm_normal.jpg",7805,1004,556,"2009-10-01 03:52:20","suara dibungkam kritik dilarang tanpa alasan/  dituduh subversif dan mengganggu keamanan/ maka hanya ada satu kata: lawan! (Wiji Thukul)","Jakarta Timur, DKI Jakarta","",
21,1666459605000388608,"https://twitter.com/feerzylant/statuses/1666459605000388608","https://twitter.com/feerzylant/statuses/1666459605000388608","feerzylant","RT @ronny_hadyanto: Panas? Iya,  semangat turun? Tidak... Kolaborasi bersama IDI, PPNI, IBI, PDGI dan IAI yang mempertanyakan urgensi dari…","Panas? Iya,  semangat turun? Tidak... Kolaborasi bersama IDI, PPNI, IBI, PDGI dan IAI yang mempertanyakan urgensi dari RUU Kesehatan lalu menyuarakan untuk #StopPembahasanRUUKesehatan    @PBIDI https://t.co/BFLsoJmi6h","2023-06-07 10:58:25","Twitter for Android",0,14,"in","","retweet","",0,0,"ronny_hadyanto",212953008,1665710399335854087,142909924,"https://pbs.twimg.com/profile_images/1474530868068708353/Xbt5YEe6_normal.jpg",193913,365,523,"2010-05-11 22:23:11","live in the world","anywhere","",
22,1666459515221340160,"https://twitter.com/ruangpasienIDN/statuses/1666459515221340160","https://twitter.com/ruangpasienIDN/statuses/1666459515221340160","ruangpasienIDN","Ya gmn ya ges ya (part 2) #dokterdemo #organisasiprofesidokter #sistemkesehatan @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/gucAExzor3","Ya gmn ya ges ya (part 2) #dokterdemo #organisasiprofesidokter #sistemkesehatan @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/gucAExzor3","2023-06-07 10:58:04","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
23,1666459336036450306,"https://twitter.com/ruangpasienIDN/statuses/1666459336036450306","https://twitter.com/ruangpasienIDN/statuses/1666459336036450306","ruangpasienIDN","Ya gmn ya ges ya #dokterdemo #organisasiprofesidokter #sistemkesehatan @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @PBIDI @txtdarijasputih https://t.co/QkjhOMHbXM","Ya gmn ya ges ya #dokterdemo #organisasiprofesidokter #sistemkesehatan @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @PBIDI @txtdarijasputih https://t.co/QkjhOMHbXM","2023-06-07 10:57:21","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
24,1666459140112150535,"https://twitter.com/ruangpasienIDN/statuses/1666459140112150535","https://twitter.com/ruangpasienIDN/statuses/1666459140112150535","ruangpasienIDN","Serem nih mainnya gtu #dokterdemo #mogokkerja #organisasiprofesidokter @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/WwXXdLfgoO","Serem nih mainnya gtu #dokterdemo #mogokkerja #organisasiprofesidokter @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/WwXXdLfgoO","2023-06-07 10:56:34","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
25,1666459136874143745,"https://twitter.com/ruangpasienIDN/statuses/1666459136874143745","https://twitter.com/ruangpasienIDN/statuses/1666459136874143745","ruangpasienIDN","Yowoh masa dokter mogok kerja sih :"") #organisasiprofesidokter #mogokkerja #dokterdemo @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/uBi1D6se8K","Yowoh masa dokter mogok kerja sih :"") #organisasiprofesidokter #mogokkerja #dokterdemo @BaseAnakFK @dokteradib @gregorybudiman @nirwan_anestesi @PBIDI @txtdarijasputih https://t.co/uBi1D6se8K","2023-06-07 10:56:34","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
26,1666458451348791296,"https://twitter.com/adhaakbary/statuses/1666458451348791296","https://twitter.com/adhaakbary/statuses/1666458451348791296","adhaakbary","RT @FannyAulia: @nirwan_anestesi @PBIDI @depkominfopdgi @DPP_PPNI @PP_IAI @IkatanBidan @PDI_Perjuangan @PartaiGolkar @Gerindra @NasDem @PDe…","@nirwan_anestesi @PBIDI @depkominfopdgi @DPP_PPNI @PP_IAI @IkatanBidan @PDI_Perjuangan @PartaiGolkar @Gerindra @NasDem @PDemokrat @PKSejahtera @DPP_PKB @jokowi Aneh sih kalau nolak RUU Kesehatan karena ketiadaannya OP disebutkan. Jadi karena kepentingan OP aja nih? #RUUKesehatanituBaik #ManfaatRUUKesehatan @dokteradib https://t.co/AWHX3W1NUQ","2023-06-07 10:53:50","Twitter for Android",0,2,"in","","retweet","",0,0,"FannyAulia",84856218,1663926553288507392,947290915,"https://pbs.twimg.com/profile_images/1649041138689671168/g7psc9uY_normal.jpg",52,102,82,"2012-11-14 02:52:00","Simple person . love Allah and My family ♥ . Always be the best for my family . ☺","","",
27,1666458193562673159,"https://twitter.com/ruangpasienIDN/statuses/1666458193562673159","https://twitter.com/ruangpasienIDN/statuses/1666458193562673159","ruangpasienIDN","Bilangnya gak diajak diskusi... emang dasar ormas #organisasiprofesi #dokterindonesia #profesidokter @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/uIYJJIlhz5","Bilangnya gak diajak diskusi... emang dasar ormas #organisasiprofesi #dokterindonesia #profesidokter @BaseAnakFK @gregorybudiman @nirwan_anestesi @PBIDI @dokteradib @txtdarijasputih https://t.co/uIYJJIlhz5","2023-06-07 10:52:49","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1642474768619425794,"https://pbs.twimg.com/profile_images/1643602007088046081/kJn8rx65_normal.jpg",167,27,7,"2023-04-02 06:31:33","","","",
28,1666457919494270978,"https://twitter.com/blooming63/statuses/1666457919494270978","https://twitter.com/blooming63/statuses/1666457919494270978","blooming63","@WieHakim @PBIDI @dokteradib Perlu ada perbaikan di dunia kesehatan","@WieHakim @PBIDI @dokteradib Perlu ada perbaikan di dunia kesehatan","2023-06-07 10:51:43","Twitter for Android",0,0,"in","","reply","WieHakim",1284269442583552000,1663887716008992769,"",0,0,1430522391986200581,"https://pbs.twimg.com/profile_images/1596036630191951873/Czg-PAiQ_normal.jpg",1684,753,1791,"2021-08-25 09:28:23","","Indonesia","",
29,1666457827517317123,"https://twitter.com/blooming63/statuses/1666457827517317123","https://twitter.com/blooming63/statuses/1666457827517317123","blooming63","RT @WieHakim: @PBIDI Eh, siapa bilang dunia Kesehatan Indonesia baik-baik saja? Coba pikir, banyak anak Indonesia yang bercita-cita jadi do…","@PBIDI Eh, siapa bilang dunia Kesehatan Indonesia baik-baik saja? Coba pikir, banyak anak Indonesia yang bercita-cita jadi dokter tapi kepentok ekonomi! Masih aja banyak yang tolak RUU Kesehatan karena haus kekuasaan, deh! #RUUKesehatanituBaik #ManfaatRUUKesehatan @dokteradib https://t.co/v85Q65G5th","2023-06-07 10:51:22","Twitter for Android",0,6,"in","","retweet","",0,0,"WieHakim",1284269442583552000,1663887716008992769,1430522391986200581,"https://pbs.twimg.com/profile_images/1596036630191951873/Czg-PAiQ_normal.jpg",1684,753,1791,"2021-08-25 09:28:23","","Indonesia","",
